Date,Gold,USD_IDR,DXY,Oil,SP500,NASDAQ,VIX,GVZ,Silver,Copper,Platinum,Palladium,US10Y,USD_CNY,Nikkei,DAX
2008-06-03,881.5999755859375,9401.900390625,73.23999786376953,124.30999755859375,1377.6500244140625,2480.47998046875,20.239999771118164,22.889999389648438,16.798999786376953,3.5859999656677246,1970.5999755859375,435.04998779296875,3.8980000019073486,6.915200233459473,14209.169921875,7019.1298828125
2008-06-04,879.9000244140625,9412.599609375,73.41999816894531,122.30000305175781,1377.199951171875,2503.139892578125,20.799999237060547,22.690000534057617,16.9060001373291,3.552999973297119,1970.5999755859375,429.20001220703125,3.940000057220459,6.927700042724609,14435.5703125,6965.43017578125
2008-06-05,871.7999877929688,9276.099609375,73.04000091552734,127.79000091552734,1404.050048828125,2549.93994140625,18.6299991607666,22.780000686645508,17.136999130249023,3.552999973297119,1970.5999755859375,422.8999938964844,4.025000095367432,6.936100006103516,14341.1201171875,6941.830078125
2008-06-06,895.4000244140625,9161.7998046875,72.38999938964844,138.5399932861328,1360.6800537109375,2474.56005859375,23.559999465942383,23.600000381469727,17.39699935913086,3.624000072479248,1970.5999755859375,430.8999938964844,3.937999963760376,6.9131999015808105,14489.4404296875,6803.81005859375
2008-06-09,894.7000122070312,9341.0,72.8499984741211,134.35000610351562,1361.760009765625,2459.4599609375,23.1200008392334,24.469999313354492,17.18000030517578,3.6115000247955322,1970.5999755859375,426.70001220703125,3.992000102996826,6.9131999015808105,14181.3798828125,6815.6298828125
2008-06-10,867.9000244140625,9317.0,73.69999694824219,131.30999755859375,1358.43994140625,2448.93994140625,23.18000030517578,25.389999389648438,16.60700035095215,3.556999921798706,1970.5999755859375,425.3500061035156,4.098999977111816,6.909900188446045,14021.169921875,6771.10009765625
2008-06-11,879.7000122070312,9308.099609375,73.20999908447266,136.3800048828125,1335.489990234375,2394.010009765625,24.1200008392334,25.360000610351562,16.82900047302246,3.575500011444092,1970.5999755859375,430.29998779296875,4.072999954223633,6.907899856567383,14183.48046875,6650.259765625
2008-06-12,869.2000122070312,9365.2001953125,73.86000061035156,136.74000549316406,1339.8699951171875,2404.35009765625,23.329999923706055,25.040000915527344,16.46299934387207,3.5325000286102295,1970.5999755859375,438.95001220703125,4.204999923706055,6.897500038146973,13888.599609375,6714.52001953125
2008-06-13,870.2999877929688,9423.099609375,74.1500015258789,134.86000061035156,1360.030029296875,2454.5,21.219999313354492,24.940000534057617,16.540000915527344,3.5940001010894775,1970.5999755859375,451.75,4.261000156402588,6.892899990081787,13973.73046875,6765.31982421875
2008-06-16,883.5999755859375,9303.599609375,73.61000061035156,134.61000061035156,1360.1400146484375,2474.780029296875,20.950000762939453,24.979999542236328,17.214000701904297,3.679500102996826,1970.5999755859375,461.75,4.244999885559082,6.8927001953125,14354.3701171875,6729.8798828125
